starttime,hotelid,notcancelcii
2015-4-7,1320058,3
2015-4-7,1339940,3
2015-4-7,1445990,3
2015-4-7,1487764,7
2015-4-7,1487914,7
2015-4-7,1503351,7
2015-4-7,1507592,15
2015-4-7,1517221,3
2015-4-7,1525834,7
2015-4-7,1525863,3
2015-4-7,1525878,7
2015-4-7,1526309,3
2015-4-7,1526603,7
2015-4-7,1526740,3
2015-4-7,1542901,11
2015-4-7,1575384,23
2015-4-7,1575915,5
2015-4-7,1593918,3
2015-4-7,1659190,3
2015-4-7,1660330,3
2015-4-7,1677914,69
2015-4-7,1685853,7
2015-4-7,1688077,3
2015-4-7,1694704,11
2015-4-7,1705430,3
2015-4-7,1731037,3
2015-4-7,1735204,5
2015-4-7,1752323,11
2015-4-7,1756388,3
2015-4-7,1812367,15
2015-4-7,1840172,5
2015-4-7,1840335,9
2015-4-7,1861703,3
2015-4-7,1871668,5
2015-4-7,1889278,3
2015-4-7,1908461,3
2015-4-7,1927956,3
2015-4-7,1928015,3
2015-4-7,1987848,9
2015-4-7,2000263,11
2015-4-7,2145622,13
2015-4-7,2178768,3
2015-4-7,2188751,7
2015-4-7,2374719,3
2015-4-7,351661,23
2015-4-7,352934,19
2015-4-7,376630,15
2015-4-7,392426,35
2015-4-7,394138,3
2015-4-7,394209,3
2015-4-7,401156,37
2015-4-7,405110,37
2015-4-7,424248,15
2015-4-7,427497,41
2015-4-7,434059,15
2015-4-7,440993,19
2015-4-7,442850,3
2015-4-7,443364,3
2015-4-7,448227,9
2015-4-7,451841,33
2015-4-7,451932,7
2015-4-7,453345,25
2015-4-7,453399,29
2015-4-7,459432,17
2015-4-7,462197,11
2015-4-7,478371,29
2015-4-7,478541,3
2015-4-7,482488,7
2015-4-7,485507,9
2015-4-7,494836,13
2015-4-7,495313,3
2015-4-7,496978,23
2015-4-7,497954,3
2015-4-7,547848,21
2015-4-7,549488,7
2015-4-7,704566,5
2015-4-7,711529,3
2015-4-7,745218,3
2015-4-7,749218,3
2015-4-7,753070,7
2015-4-7,753169,7
2015-4-7,753208,3
2015-4-7,787080,19
2015-4-7,869751,43
2015-4-7,919418,3
2015-4-7,930495,13
2015-4-7,937663,3
2015-4-7,940839,3
2015-4-7,965088,3
2015-4-7,983944,25
2015-4-7,988350,9
2015-4-7,991212,9
2015-4-7,1008816,7
2015-4-7,1014490,3
2015-4-7,1139367,15
2015-4-7,1193514,3
2015-4-7,1206515,5
2015-4-7,1206544,7
2015-4-7,1206840,3
2015-4-7,1207291,11
2015-4-7,1207866,7
2015-4-7,1236678,19
2015-4-7,1303109,3
2015-4-7,1303442,13
2015-4-7,1318670,15
2015-4-7,1319973,3
2015-4-7,1324124,5
2015-4-7,1419445,3
2015-4-7,1507696,17
2015-4-7,1515109,35
2015-4-7,1520595,13
2015-4-7,1525524,9
2015-4-7,1526623,7
2015-4-7,1526641,3
2015-4-7,1526823,13
2015-4-7,1618842,5
2015-4-7,1656379,5
2015-4-7,1677647,11
2015-4-7,1678059,17
2015-4-7,1683533,3
2015-4-7,1724150,3
2015-4-7,1735285,5
2015-4-7,1735386,3
2015-4-7,1735965,9
2015-4-7,1793086,5
2015-4-7,1793182,3
2015-4-7,1796631,7
2015-4-7,1812351,3
2015-4-7,1814596,3
2015-4-7,1831276,7
2015-4-7,1845703,27
2015-4-7,1889294,3
2015-4-7,1902733,3
2015-4-7,1968626,5
2015-4-7,2164979,5
2015-4-7,2165485,5
2015-4-7,2189173,7
2015-4-7,2324014,3
2015-4-7,2362770,3
2015-4-7,351642,23
2015-4-7,382789,23
2015-4-7,382884,5
2015-4-7,385765,55
2015-4-7,399307,63
2015-4-7,436130,35
2015-4-7,436187,71
2015-4-7,439740,5
2015-4-7,441291,31
2015-4-7,443793,5
2015-4-7,444549,37
2015-4-7,446299,31
2015-4-7,446493,31
2015-4-7,461483,13
2015-4-7,481889,3
2015-4-7,485637,3
2015-4-7,486234,3
2015-4-7,498607,31
2015-4-7,498644,25
2015-4-7,548928,9
2015-4-7,705325,5
2015-4-7,721880,23
2015-4-7,752724,7
2015-4-7,874429,19
2015-4-7,917961,19
2015-4-7,983924,3
2015-4-7,992671,3
2015-4-7,1006258,9
2015-4-7,1013078,3
2015-4-7,1087593,7
2015-4-7,1206246,29
2015-4-7,1207130,5
2015-4-7,1207675,7
2015-4-7,1207843,13
2015-4-7,1216552,3
2015-4-7,1218927,5
2015-4-7,1218994,3
2015-4-7,1227694,3
2015-4-7,1247673,3
2015-4-7,1311435,25
2015-4-7,1374660,11
2015-4-7,1389188,3
2015-4-7,1416914,3
2015-4-7,1444940,3
2015-4-7,1487825,7
2015-4-7,1487979,5
2015-4-7,1499435,31
2015-4-7,1525614,11
2015-4-7,1525804,3
2015-4-7,1578461,3
2015-4-7,1656903,3
2015-4-7,1667356,3
2015-4-7,1677592,87
2015-4-7,1678077,3
2015-4-7,1711554,7
2015-4-7,1735624,7
2015-4-7,1736546,5
2015-4-7,1747626,3
2015-4-7,1752258,5
2015-4-7,1760726,3
2015-4-7,1796509,3
2015-4-7,1814214,3
2015-4-7,1832686,9
2015-4-7,1839003,3
2015-4-7,1845690,5
2015-4-7,2100044,3
2015-4-7,2111007,9
2015-4-7,2165141,3
2015-4-7,2188917,11
2015-4-7,2188926,5
2015-4-7,2242648,3
2015-4-7,2242746,5
2015-4-7,2330836,5
2015-4-7,2341724,13
2015-4-7,2373499,13
2015-4-7,2382909,3
2015-4-7,352941,23
2015-4-7,375003,21
2015-4-7,382749,9
2015-4-7,392481,25
2015-4-7,427515,5
2015-4-7,432833,15
2015-4-7,433206,7
2015-4-7,435498,5
2015-4-7,436236,21
2015-4-7,438637,3
2015-4-7,442909,3
2015-4-7,444381,29
2015-4-7,444795,11
2015-4-7,445072,25
2015-4-7,449729,7
2015-4-7,453937,17
2015-4-7,454474,23
2015-4-7,462210,5
2015-4-7,468493,7
2015-4-7,481935,5
2015-4-7,485945,3
2015-4-7,493182,15
2015-4-7,495222,5
2015-4-7,497979,9
2015-4-7,498716,51
2015-4-7,683555,9
2015-4-7,731974,3
2015-4-7,752287,3
2015-4-7,752967,3
2015-4-7,790346,9
2015-4-7,814976,21
2015-4-7,937732,5
2015-4-7,942523,13
2015-4-7,943557,13
2015-4-7,945829,7
2015-4-7,965066,5
2015-4-7,983749,13
2015-4-7,1013234,3
2015-4-7,1067770,21
2015-4-7,1072672,3
2015-4-7,1074655,11
2015-4-7,1085162,5
2015-4-7,1126035,3
2015-4-7,1202193,5
2015-4-7,1206419,15
2015-4-7,1206593,11
2015-4-7,1207579,7
2015-4-7,1228196,17
2015-4-7,1236462,13
2015-4-7,1255842,3
2015-4-7,1257787,3
2015-4-7,1264271,3
2015-4-7,1287295,7
2015-4-7,1304012,3
2015-4-7,1312950,3
2015-4-7,1313071,13
2015-4-7,1340338,3
2015-4-7,1340354,3
2015-4-7,1385258,11
2015-4-7,1407386,3
2015-4-7,1451864,5
2015-4-7,1452010,5
2015-4-7,1465799,5
2015-4-7,1487965,5
2015-4-7,1517705,17
2015-4-7,1525580,23
2015-4-7,1525776,11
2015-4-7,1526762,5
2015-4-7,1526986,3
2015-4-7,1535514,9
2015-4-7,1541943,7
2015-4-7,1542140,3
2015-4-7,1611401,5
2015-4-7,1613672,5
2015-4-7,1620057,9
2015-4-7,1677685,55
2015-4-7,1678141,3
2015-4-7,1685484,5
2015-4-7,1690492,19
2015-4-7,1707763,7
2015-4-7,1712976,9
2015-4-7,1729505,3
2015-4-7,1735053,3
2015-4-7,1735511,3
2015-4-7,1735646,5
2015-4-7,1736226,3
2015-4-7,1747562,13
2015-4-7,1761658,7
2015-4-7,1767549,3
2015-4-7,1779511,3
2015-4-7,1814729,3
2015-4-7,1830667,3
2015-4-7,1853372,3
2015-4-7,1861606,3
2015-4-7,1875815,5
2015-4-7,1902946,7
2015-4-7,1904820,3
2015-4-7,1906656,3
2015-4-7,1921416,3
2015-4-7,1928156,3
2015-4-7,1940895,3
2015-4-7,2063890,7
2015-4-7,2110800,5
2015-4-7,2189113,9
2015-4-7,2260432,5
2015-4-7,2362658,7
2015-4-7,353729,19
2015-4-7,354071,11
2015-4-7,376665,117
2015-4-7,376734,29
2015-4-7,376846,39
2015-4-7,385788,15
2015-4-7,400713,115
2015-4-7,438861,7
2015-4-7,439053,13
2015-4-7,441209,21
2015-4-7,443173,43
2015-4-7,443230,67
2015-4-7,443563,3
2015-4-7,445230,17
2015-4-7,455417,39
2015-4-7,457639,17
2015-4-7,465000,19
2015-4-7,480402,13
2015-4-7,483339,17
2015-4-7,485214,9
2015-4-7,485354,17
2015-4-7,485485,7
2015-4-7,491009,17
2015-4-7,497880,3
2015-4-7,498396,11
2015-4-7,524713,5
2015-4-7,547841,25
2015-4-7,619600,7
2015-4-7,677337,17
2015-4-7,760716,3
2015-4-7,923828,37
2015-4-7,930326,9
2015-4-7,946096,11
2015-4-7,950440,3
2015-4-7,972506,27
2015-4-7,988366,3
2015-4-7,991230,5
2015-4-7,999597,9
2015-4-7,1101631,3
2015-4-7,1188650,29
2015-4-7,1206492,11
2015-4-7,1207073,11
2015-4-7,1207166,3
2015-4-7,1207496,3
2015-4-7,1274436,5
2015-4-7,1285381,11
2015-4-7,1320555,17
2015-4-7,1333915,25
2015-4-7,1377758,9
2015-4-7,1422804,11
2015-4-7,1445437,3
2015-4-7,1447549,3
2015-4-7,1451868,3
2015-4-7,1488024,7
2015-4-7,1488060,5
2015-4-7,1507659,33
2015-4-7,1521818,3
2015-4-7,1525338,13
2015-4-7,1525653,11
2015-4-7,1526681,29
2015-4-7,1537324,7
2015-4-7,1543382,5
2015-4-7,1544168,3
2015-4-7,1548390,7
2015-4-7,1565864,3
2015-4-7,1576201,15
2015-4-7,1685727,5
2015-4-7,1695798,37
2015-4-7,1698222,9
2015-4-7,1730553,5
2015-4-7,1732808,15
2015-4-7,1735678,9
2015-4-7,1735725,5
2015-4-7,1736369,3
2015-4-7,1745120,3
2015-4-7,1745806,3
2015-4-7,1747669,3
2015-4-7,1758403,5
2015-4-7,1793350,15
2015-4-7,1818675,3
2015-4-7,1822380,5
2015-4-7,1831258,7
2015-4-7,1871262,5
2015-4-7,1875303,3
2015-4-7,1903315,3
2015-4-7,1921482,3
2015-4-7,1942503,3
2015-4-7,2145931,5
2015-4-7,2164630,3
2015-4-7,2189036,7
2015-4-7,2192423,11
2015-4-7,2208841,13
2015-4-7,2319209,7
2015-4-7,2377103,13
2015-4-8,352972,25
2015-4-8,376834,33
2015-4-8,382765,39
2015-4-8,400229,27
2015-4-8,404224,53
2015-4-8,425560,59
2015-4-8,435150,15
2015-4-8,438233,17
2015-4-8,438644,21
2015-4-8,440020,21
2015-4-8,443426,7
2015-4-8,444258,13
2015-4-8,457059,17
2015-4-8,458431,37
2015-4-8,458583,13
2015-4-8,485319,3
2015-4-8,485598,5
2015-4-8,493433,17
2015-4-8,495558,13
2015-4-8,496651,39
2015-4-8,498223,31
2015-4-8,498416,29
2015-4-8,723934,11
2015-4-8,750327,9
2015-4-8,753083,3
2015-4-8,787610,23
2015-4-8,873508,5
2015-4-8,896007,11
2015-4-8,930376,5
2015-4-8,930483,3
2015-4-8,930572,5
2015-4-8,943212,9
2015-4-8,944521,3
2015-4-8,988288,17
2015-4-8,991179,9
2015-4-8,1026444,13
2015-4-8,1105449,15
2015-4-8,1125958,9
2015-4-8,1140655,13
2015-4-8,1158082,3
2015-4-8,1193596,5
2015-4-8,1206306,3
2015-4-8,1206696,11
2015-4-8,1237597,3
2015-4-8,1238263,3
2015-4-8,1248755,5
2015-4-8,1274488,5
2015-4-8,1316335,11
2015-4-8,1320058,3
2015-4-8,1385143,7
2015-4-8,1442884,3
2015-4-8,1487764,5
2015-4-8,1503351,5
2015-4-8,1507592,13
2015-4-8,1517221,3
2015-4-8,1525502,5
2015-4-8,1525834,7
2015-4-8,1525878,9
2015-4-8,1526603,11
2015-4-8,1526740,3
2015-4-8,1527084,5
2015-4-8,1542793,5
2015-4-8,1542901,15
2015-4-8,1559669,3
2015-4-8,1575384,39
2015-4-8,1575915,3
2015-4-8,1577509,3
2015-4-8,1647957,3
2015-4-8,1654276,3
2015-4-8,1677914,49
2015-4-8,1685853,3
2015-4-8,1694704,9
2015-4-8,1735204,5
2015-4-8,1736381,5
2015-4-8,1752323,11
2015-4-8,1757655,5
2015-4-8,1793162,3
2015-4-8,1797103,3
2015-4-8,1797397,3
2015-4-8,1812367,15
2015-4-8,1839430,3
2015-4-8,1840172,3
2015-4-8,1845683,3
2015-4-8,1908461,3
2015-4-8,1983184,9
2015-4-8,1995384,5
2015-4-8,2000263,15
2015-4-8,2023090,3
2015-4-8,2063633,3
2015-4-8,2145622,25
2015-4-8,2165175,3
2015-4-8,2178768,7
2015-4-8,2188751,11
2015-4-8,2374719,3
2015-4-8,351661,39
2015-4-8,352934,13
2015-4-8,353719,3
2015-4-8,376630,5
2015-4-8,392426,89
2015-4-8,394138,7
2015-4-8,394209,11
2015-4-8,401156,27
2015-4-8,405110,79
2015-4-8,424248,27
2015-4-8,427497,51
2015-4-8,434059,19
2015-4-8,434336,5
2015-4-8,440993,35
2015-4-8,442850,11
2015-4-8,443364,17
2015-4-8,448227,7
2015-4-8,451841,35
2015-4-8,451932,3
2015-4-8,453345,21
2015-4-8,453399,21
2015-4-8,459432,29
2015-4-8,462197,25
2015-4-8,478371,47
2015-4-8,478541,3
2015-4-8,482488,11
2015-4-8,485507,19
2015-4-8,494836,9
2015-4-8,495313,3
2015-4-8,496978,15
2015-4-8,497954,11
2015-4-8,547848,13
2015-4-8,549488,19
2015-4-8,704566,5
2015-4-8,745218,5
2015-4-8,749218,5
2015-4-8,753070,9
2015-4-8,753169,3
2015-4-8,753208,9
2015-4-8,753504,3
2015-4-8,787080,17
2015-4-8,869751,37
2015-4-8,916149,3
2015-4-8,919418,3
2015-4-8,929284,5
2015-4-8,930495,11
2015-4-8,937663,3
2015-4-8,965088,3
2015-4-8,983944,23
2015-4-8,988350,11
2015-4-8,991212,11
2015-4-8,1006264,7
2015-4-8,1008816,11
2015-4-8,1126066,3
2015-4-8,1139367,19
2015-4-8,1193514,5
2015-4-8,1206515,5
2015-4-8,1206544,11
2015-4-8,1206840,5
2015-4-8,1206920,5
2015-4-8,1207291,7
2015-4-8,1207866,3
2015-4-8,1236678,25
2015-4-8,1303109,7
2015-4-8,1303442,13
2015-4-8,1318670,19
2015-4-8,1319973,3
2015-4-8,1419445,7
2015-4-8,1507696,25
2015-4-8,1515109,17
2015-4-8,1520595,11
2015-4-8,1525524,5
2015-4-8,1525953,5
2015-4-8,1526623,3
2015-4-8,1526641,3
2015-4-8,1526823,9
2015-4-8,1618842,25
2015-4-8,1656379,3
2015-4-8,1665647,5
2015-4-8,1676379,3
2015-4-8,1677647,23
2015-4-8,1678059,31
2015-4-8,1683533,7
2015-4-8,1724150,3
2015-4-8,1735285,3
2015-4-8,1735965,13
2015-4-8,1763950,5
2015-4-8,1788758,3
2015-4-8,1795959,7
2015-4-8,1796631,3
2015-4-8,1812351,7
2015-4-8,1831276,3
2015-4-8,1832042,3
2015-4-8,1845703,21
2015-4-8,1889294,11
2015-4-8,1902733,3
2015-4-8,1928269,9
2015-4-8,1928439,3
2015-4-8,1968626,3
2015-4-8,2165485,3
2015-4-8,2189173,5
2015-4-8,2324014,11
2015-4-8,2362770,5
2015-4-8,351642,37
2015-4-8,376673,13
2015-4-8,382789,23
2015-4-8,382884,27
2015-4-8,385765,59
2015-4-8,399307,55
2015-4-8,436130,15
2015-4-8,436187,69
2015-4-8,439740,9
2015-4-8,441291,19
2015-4-8,443793,5
2015-4-8,444549,31
2015-4-8,446299,27
2015-4-8,446493,55
2015-4-8,448029,17
2015-4-8,448674,3
2015-4-8,461483,3
2015-4-8,478580,5
2015-4-8,485637,9
2015-4-8,486234,5
2015-4-8,498607,39
2015-4-8,498644,33
2015-4-8,548928,5
2015-4-8,721880,25
2015-4-8,752724,5
2015-4-8,874429,27
2015-4-8,917961,27
2015-4-8,983924,3
2015-4-8,991165,5
2015-4-8,1006258,7
2015-4-8,1087593,15
2015-4-8,1158301,5
2015-4-8,1206246,21
2015-4-8,1206458,7
2015-4-8,1207130,7
2015-4-8,1207675,17
2015-4-8,1207843,9
2015-4-8,1218927,3
2015-4-8,1227694,3
2015-4-8,1234560,3
2015-4-8,1247673,5
2015-4-8,1248017,3
2015-4-8,1311435,15
2015-4-8,1374660,27
2015-4-8,1444940,7
2015-4-8,1487825,5
2015-4-8,1487979,31
2015-4-8,1499435,33
2015-4-8,1525614,3
2015-4-8,1526531,5
2015-4-8,1526790,7
2015-4-8,1578461,3
2015-4-8,1641443,3
2015-4-8,1656903,5
2015-4-8,1659913,5
2015-4-8,1677592,63
2015-4-8,1678077,17
2015-4-8,1678153,5
2015-4-8,1711554,7
2015-4-8,1735624,9
2015-4-8,1736546,7
2015-4-8,1747626,5
2015-4-8,1752258,3
2015-4-8,1760726,5
2015-4-8,1773153,11
2015-4-8,1796509,3
2015-4-8,1814389,7
2015-4-8,1820740,3
2015-4-8,1832686,3
2015-4-8,1839003,3
2015-4-8,1845690,11
2015-4-8,2100044,3
2015-4-8,2165141,7
2015-4-8,2188917,11
2015-4-8,2188926,3
2015-4-8,2242746,5
2015-4-8,2341724,11
2015-4-8,2373499,11
2015-4-8,2382909,3
2015-4-8,352941,39
2015-4-8,375003,19
2015-4-8,382749,25
2015-4-8,392481,35
2015-4-8,427515,13
2015-4-8,432833,3
2015-4-8,433206,7
2015-4-8,435498,3
2015-4-8,436236,13
2015-4-8,438637,7
2015-4-8,442909,3
2015-4-8,444381,33
2015-4-8,444795,17
2015-4-8,445072,29
2015-4-8,449729,19
2015-4-8,453937,39
2015-4-8,454474,33
2015-4-8,462210,3
2015-4-8,468493,3
2015-4-8,481935,7
2015-4-8,485359,3
2015-4-8,485945,5
2015-4-8,486386,3
2015-4-8,491916,3
2015-4-8,493182,13
2015-4-8,495222,3
2015-4-8,497979,7
2015-4-8,498716,71
2015-4-8,683555,7
2015-4-8,731974,5
2015-4-8,752287,9
2015-4-8,790346,7
2015-4-8,814976,19
2015-4-8,937732,7
2015-4-8,942523,23
2015-4-8,943557,5
2015-4-8,945829,7
2015-4-8,965066,3
2015-4-8,983749,19
2015-4-8,1013234,3
2015-4-8,1067770,13
2015-4-8,1072672,3
2015-4-8,1074655,3
2015-4-8,1126019,3
2015-4-8,1126035,3
2015-4-8,1202193,7
2015-4-8,1206419,25
2015-4-8,1206593,15
2015-4-8,1207579,3
2015-4-8,1228196,15
2015-4-8,1236462,13
2015-4-8,1257787,7
2015-4-8,1264271,7
2015-4-8,1287295,5
2015-4-8,1304012,3
2015-4-8,1313071,23
2015-4-8,1340338,5
2015-4-8,1385258,13
2015-4-8,1407386,3
2015-4-8,1451864,9
2015-4-8,1452010,15
2015-4-8,1487965,9
2015-4-8,1517705,13
2015-4-8,1525580,21
2015-4-8,1525776,3
2015-4-8,1526762,3
2015-4-8,1535514,11
2015-4-8,1541943,9
2015-4-8,1541992,3
2015-4-8,1542140,5
2015-4-8,1562304,3
2015-4-8,1613672,3
2015-4-8,1620057,3
2015-4-8,1675975,3
2015-4-8,1677685,33
2015-4-8,1678100,5
2015-4-8,1678141,3
2015-4-8,1685484,5
2015-4-8,1690492,19
2015-4-8,1707763,15
2015-4-8,1712976,13
2015-4-8,1735053,7
2015-4-8,1735646,7
2015-4-8,1735879,5
2015-4-8,1747562,7
2015-4-8,1758441,3
2015-4-8,1761658,5
2015-4-8,1764062,3
2015-4-8,1814729,7
2015-4-8,1830667,9
2015-4-8,1861606,3
2015-4-8,1875815,3
2015-4-8,1904820,5
2015-4-8,1906656,3
2015-4-8,1921416,5
2015-4-8,1928156,3
2015-4-8,2063890,5
2015-4-8,2188943,9
2015-4-8,2189113,13
2015-4-8,2260432,3
2015-4-8,2362658,13
2015-4-8,2375813,3
2015-4-8,353729,21
2015-4-8,354071,7
2015-4-8,376665,83
2015-4-8,376734,57
2015-4-8,376846,35
2015-4-8,385788,27
2015-4-8,400713,145
2015-4-8,438861,11
2015-4-8,439053,21
2015-4-8,441209,41
2015-4-8,443173,37
2015-4-8,443230,79
2015-4-8,443563,3
2015-4-8,445230,7
2015-4-8,447916,3
2015-4-8,455417,63
2015-4-8,455847,3
2015-4-8,457639,9
2015-4-8,464470,3
2015-4-8,465000,31
2015-4-8,480402,9
2015-4-8,483339,11
2015-4-8,485214,3
2015-4-8,485354,27
2015-4-8,485485,9
2015-4-8,491009,25
2015-4-8,497880,3
2015-4-8,498396,5
2015-4-8,547841,25
2015-4-8,619600,15
2015-4-8,673255,3
2015-4-8,677337,3
2015-4-8,760716,5
2015-4-8,923828,13
2015-4-8,930326,37
2015-4-8,946096,25
2015-4-8,950440,5
2015-4-8,972506,29
2015-4-8,988426,13
2015-4-8,999597,13
2015-4-8,1106684,5
2015-4-8,1188650,13
2015-4-8,1206492,11
2015-4-8,1207073,25
2015-4-8,1207496,15
2015-4-8,1207706,3
2015-4-8,1274436,3
2015-4-8,1285381,5
2015-4-8,1320555,17
2015-4-8,1333915,17
2015-4-8,1377758,17
2015-4-8,1422804,7
2015-4-8,1445437,3
2015-4-8,1446547,3
2015-4-8,1447549,13
2015-4-8,1488015,9
2015-4-8,1488024,7
2015-4-8,1488060,3
2015-4-8,1507659,45
2015-4-8,1525338,11
2015-4-8,1525653,9
2015-4-8,1526681,27
2015-4-8,1537324,3
2015-4-8,1543382,13
2015-4-8,1548390,5
2015-4-8,1565864,3
2015-4-8,1565984,5
2015-4-8,1576201,11
2015-4-8,1651328,3
2015-4-8,1677708,3
2015-4-8,1677974,41
2015-4-8,1689696,7
2015-4-8,1695798,53
2015-4-8,1698222,23
2015-4-8,1730553,7
2015-4-8,1732808,17
2015-4-8,1735678,7
2015-4-8,1735725,9
2015-4-8,1736177,3
2015-4-8,1736369,3
2015-4-8,1747669,7
2015-4-8,1753584,3
2015-4-8,1758403,5
2015-4-8,1761817,3
2015-4-8,1793350,5
2015-4-8,1812361,3
2015-4-8,1816938,9
2015-4-8,1817806,9
2015-4-8,1819688,3
2015-4-8,1822380,3
2015-4-8,1831258,3
2015-4-8,1831670,3
2015-4-8,1840208,3
2015-4-8,1865708,3
2015-4-8,1871262,7
2015-4-8,1875303,5
2015-4-8,1903315,3
2015-4-8,1921233,3
2015-4-8,1921482,3
2015-4-8,2145931,5
2015-4-8,2189036,3
2015-4-8,2189094,9
2015-4-8,2192423,15
2015-4-8,2200378,3
2015-4-8,2208841,11
2015-4-8,2319209,3
2015-4-8,2371914,3
2015-4-8,2377103,7
2015-4-9,352972,37
2015-4-9,376834,51
2015-4-9,382765,43
2015-4-9,400229,21
2015-4-9,404224,45
2015-4-9,404868,3
2015-4-9,425560,59
2015-4-9,435150,17
2015-4-9,438233,5
2015-4-9,438644,31
2015-4-9,440020,47
2015-4-9,443426,7
2015-4-9,444258,27
2015-4-9,457059,7
2015-4-9,458431,33
2015-4-9,458583,13
2015-4-9,485598,3
2015-4-9,493433,13
2015-4-9,495558,15
2015-4-9,496651,43
2015-4-9,497004,3
2015-4-9,498223,23
2015-4-9,498416,37
2015-4-9,723934,7
2015-4-9,750327,15
2015-4-9,753083,3
2015-4-9,787610,31
2015-4-9,873508,7
2015-4-9,896007,21
2015-4-9,930376,5
2015-4-9,930483,5
2015-4-9,943212,9
2015-4-9,944521,5
2015-4-9,988288,15
2015-4-9,991179,11
2015-4-9,1026444,5
2015-4-9,1086068,3
2015-4-9,1105449,17
2015-4-9,1125958,5
2015-4-9,1140655,21
2015-4-9,1158082,3
2015-4-9,1193596,15
2015-4-9,1193751,7
2015-4-9,1206696,13
2015-4-9,1206742,5
2015-4-9,1238263,3
2015-4-9,1248755,5
2015-4-9,1274488,3
2015-4-9,1279370,3
2015-4-9,1316335,7
2015-4-9,1320283,3
2015-4-9,1340020,3
2015-4-9,1348380,3
2015-4-9,1385143,7
2015-4-9,1487764,19
2015-4-9,1487914,3
2015-4-9,1489811,3
2015-4-9,1503351,9
2015-4-9,1507592,11
2015-4-9,1517221,3
2015-4-9,1525502,3
2015-4-9,1525834,7
2015-4-9,1525878,7
2015-4-9,1526178,7
2015-4-9,1526309,5
2015-4-9,1526603,13
2015-4-9,1526740,3
2015-4-9,1526862,3
2015-4-9,1527084,5
2015-4-9,1542793,3
2015-4-9,1542901,19
2015-4-9,1548559,5
2015-4-9,1575384,23
2015-4-9,1577509,7
2015-4-9,1647957,5
2015-4-9,1660330,5
2015-4-9,1667401,3
2015-4-9,1677914,57
2015-4-9,1685853,9
2015-4-9,1694704,5
2015-4-9,1731037,3
2015-4-9,1735204,17
2015-4-9,1736381,5
2015-4-9,1752323,9
2015-4-9,1757655,7
2015-4-9,1793162,3
2015-4-9,1797103,3
2015-4-9,1812367,17
2015-4-9,1816689,3
2015-4-9,1839430,3
2015-4-9,1840172,3
2015-4-9,1845683,5
2015-4-9,1861703,3
2015-4-9,1871668,3
2015-4-9,1908461,5
2015-4-9,1928015,5
2015-4-9,1983184,3
2015-4-9,2000263,15
2015-4-9,2145622,25
2015-4-9,2164884,3
2015-4-9,2178768,3
2015-4-9,2188751,13
2015-4-9,2195278,3
2015-4-9,2374719,5
2015-4-9,351661,37
2015-4-9,352934,29
2015-4-9,353719,7
2015-4-9,376630,51
2015-4-9,392426,91
2015-4-9,394138,7
2015-4-9,394209,5
2015-4-9,401156,63
2015-4-9,405110,81
2015-4-9,424248,17
2015-4-9,427497,33
2015-4-9,434059,23
2015-4-9,434336,5
2015-4-9,440993,27
2015-4-9,442850,5
2015-4-9,443364,15
2015-4-9,448227,11
2015-4-9,451841,57
2015-4-9,451932,11
2015-4-9,453345,25
2015-4-9,453399,53
2015-4-9,459432,33
2015-4-9,462197,17
2015-4-9,478371,67
2015-4-9,478541,5
2015-4-9,482488,19
2015-4-9,485127,5
2015-4-9,485507,11
2015-4-9,494836,13
2015-4-9,495313,3
2015-4-9,496978,11
2015-4-9,497954,11
2015-4-9,547848,3
2015-4-9,549488,11
2015-4-9,704566,3
2015-4-9,728689,3
2015-4-9,753070,3
2015-4-9,753169,3
2015-4-9,753208,3
2015-4-9,753504,5
2015-4-9,787080,19
2015-4-9,869751,35
2015-4-9,893477,3
2015-4-9,916149,3
2015-4-9,919418,3
2015-4-9,929284,3
2015-4-9,930495,17
2015-4-9,965088,3
2015-4-9,983944,13
2015-4-9,988350,11
2015-4-9,991212,15
2015-4-9,1006264,5
2015-4-9,1008816,13
2015-4-9,1071934,3
2015-4-9,1072635,3
2015-4-9,1139367,31
2015-4-9,1193514,3
2015-4-9,1206544,9
2015-4-9,1206840,3
2015-4-9,1207291,5
2015-4-9,1207866,3
2015-4-9,1236678,29
2015-4-9,1247747,13
2015-4-9,1303109,5
2015-4-9,1303442,5
2015-4-9,1318670,19
2015-4-9,1340159,3
2015-4-9,1384385,3
2015-4-9,1417105,5
2015-4-9,1419445,3
2015-4-9,1507696,15
2015-4-9,1515109,17
2015-4-9,1520595,7
2015-4-9,1525524,5
2015-4-9,1526623,3
2015-4-9,1526641,15
2015-4-9,1526823,29
2015-4-9,1618842,11
2015-4-9,1665647,3
2015-4-9,1668459,9
2015-4-9,1675970,3
2015-4-9,1677647,31
2015-4-9,1678059,21
2015-4-9,1683533,17
2015-4-9,1724150,7
2015-4-9,1735285,3
2015-4-9,1735386,5
2015-4-9,1735965,5
2015-4-9,1739891,3
2015-4-9,1764215,3
2015-4-9,1788758,25
2015-4-9,1796631,5
2015-4-9,1814596,3
2015-4-9,1831276,9
2015-4-9,1832042,3
2015-4-9,1840605,3
2015-4-9,1845703,31
2015-4-9,1889294,7
2015-4-9,1902733,9
2015-4-9,1928269,5
2015-4-9,1968626,9
2015-4-9,2158455,3
2015-4-9,2189173,7
